t,r34,dr34_dt
2.02960973e+01,1.36579095e+01,1.34260539e+00
2.71378387e+01,1.85036682e+01,1.23538550e+00
3.53823937e+01,2.40914473e+01,1.24189346e+00
4.10464649e+01,2.87235603e+01,4.80694485e-01
