t,r34,dr34_dt
5.91378558e+01,4.03498602e+01,1.34952692e+00
6.65973038e+01,4.49360276e+01,1.40143830e+00
7.43028794e+01,4.96844533e+01,1.16748712e+00
8.19098259e+01,5.45890632e+01,1.38020883e+00
8.92018138e+01,5.94102272e+01,7.67289205e-01
1.00683338e+02,6.78537015e+01,1.00185156e+00
1.08067699e+02,7.12838079e+01,5.84649598e-01
1.14632192e+02,7.76516639e+01,4.76775722e-01
1.26840262e+02,8.44012334e+01,5.96388715e-01
