t,r34,dr34_dt
1.13040448e+01,4.13449932e+00,-6.67147219e-02
3.35625755e+01,3.71166266e+00,-1.66142355e-01
5.53657105e+01,3.22705906e+00,-2.51410796e-02
5.81524226e+01,4.54443682e+00,5.52122548e-01
