t,r34,dr34_dt
3.01662885e+01,9.31595117e+00,-1.02486365e-01
8.85364526e+01,7.58919863e+00,-2.80962431e-01
1.44212170e+02,5.60441185e+00,-3.03282311e-01
1.51700580e+02,6.28154573e+00,1.22173958e-01
