t,r34,dr34_dt
1.40938555e+01,1.05061967e+01,2.55799275e+00
1.89985350e+01,1.22447550e+01,4.41307171e-01
2.64455684e+01,1.82038800e+01,-4.46512968e-01
3.34663530e+01,2.31547504e+01,6.46608521e-02
