t,r34,dr34_dt
2.75565132e+01,8.70151509e+00,-1.11838678e-01
8.06084867e+01,6.93983605e+00,-3.02922570e-01
1.29977319e+02,5.17713108e+00,-4.73117344e-01
1.62401310e+02,1.98612750e+01,1.10770817e+00
1.67443991e+02,2.46750709e+01,7.87070104e-01
1.77233050e+02,2.96913969e+01,-4.31624034e-01
