id,category,config,charges,masses,c,eta,side_or_sep,bounce_r,tmax,dt,retcode,n_steps,t_final,E_drift_pct,bound,max_r,min_r,brake_idx,brake_period,notes
94,1+2-,planet_R2.0_eta0.8,[-1-1+1],[1 1 1],4.0000,0.8000,2.0000,0.0200,100.0,1.0e-04,Success,1000001,100.0000,1.203385,true,2.000427,0.017228,0,NaN,
95,1+2-,planet_R0.5_eta0.9,[-1-1+1],[1 1 1],4.0000,0.9000,0.5000,0.0200,100.0,1.0e-04,Success,1000001,100.0000,13.665200,true,0.748287,0.016438,0,NaN,
96,1+2-,planet_R1.0_eta0.9,[-1-1+1],[1 1 1],4.0000,0.9000,1.0000,0.0200,100.0,1.0e-04,Success,1000001,100.0000,1.720110,true,1.008499,0.017228,0,NaN,
97,1+2-,planet_R2.0_eta0.9,[-1-1+1],[1 1 1],4.0000,0.9000,2.0000,0.0200,100.0,1.0e-04,Success,1000001,100.0000,0.869265,true,2.001088,0.017228,0,NaN,
98,+++,equi_rot_s0.05_eta0.1,[+1+1+1],[1 1 1],1.0000,0.1000,0.0500,0.0200,5.0,1.0e-04,Failure,7,0.0006,0.886503,false,0.050000,0.029081,0,NaN,
99,+++,equi_rot_s0.05_eta0.1,[+1+1+1],[1 1 1],4.0000,0.1000,0.0500,0.0200,5.0,1.0e-04,Failure,32,0.0031,5.208402,false,0.050000,0.014501,0,NaN,
100,+++,equi_rot_s0.05_eta0.25,[+1+1+1],[1 1 1],1.0000,0.2500,0.0500,0.0200,5.0,1.0e-04,Failure,6,0.0005,1.030076,false,0.050000,0.032667,0,NaN,
101,+++,equi_rot_s0.05_eta0.25,[+1+1+1],[1 1 1],4.0000,0.2500,0.0500,0.0200,5.0,1.0e-04,Failure,114,0.0113,888.025053,false,0.198289,0.010175,0,NaN,
102,+++,equi_rot_s0.05_eta0.5,[+1+1+1],[1 1 1],1.0000,0.5000,0.0500,0.0200,5.0,1.0e-04,Failure,5,0.0004,1.102881,false,0.050000,0.035827,0,NaN,
103,+++,equi_rot_s0.05_eta0.5,[+1+1+1],[1 1 1],4.0000,0.5000,0.0500,0.0200,5.0,1.0e-04,Failure,85,0.0084,1201.858213,false,0.194848,0.010415,0,NaN,
104,+++,equi_rot_s0.08_eta0.1,[+1+1+1],[1 1 1],1.0000,0.1000,0.0800,0.0200,5.0,1.0e-04,Failure,18,0.0017,1.366441,false,0.080000,0.033061,0,NaN,
105,+++,equi_rot_s0.08_eta0.1,[+1+1+1],[1 1 1],4.0000,0.1000,0.0800,0.0200,5.0,1.0e-04,Failure,90,0.0089,23.727947,false,0.080000,0.013555,0,NaN,
106,+++,equi_rot_s0.08_eta0.25,[+1+1+1],[1 1 1],1.0000,0.2500,0.0800,0.0200,5.0,1.0e-04,Failure,16,0.0015,3.338662,false,0.080000,0.033894,0,NaN,
107,+++,equi_rot_s0.08_eta0.25,[+1+1+1],[1 1 1],4.0000,0.2500,0.0800,0.0200,5.0,1.0e-04,Failure,147,0.0146,1789.915226,false,0.193532,0.011583,0,NaN,
108,+++,equi_rot_s0.08_eta0.5,[+1+1+1],[1 1 1],1.0000,0.5000,0.0800,0.0200,5.0,1.0e-04,Failure,13,0.0012,1.202947,false,0.080000,0.044544,0,NaN,
109,+++,equi_rot_s0.08_eta0.5,[+1+1+1],[1 1 1],4.0000,0.5000,0.0800,0.0200,5.0,1.0e-04,Failure,68,0.0067,36.383471,false,0.080000,0.017925,0,NaN,
110,+++,equi_rot_s0.1_eta0.1,[+1+1+1],[1 1 1],1.0000,0.1000,0.1000,0.0200,5.0,1.0e-04,Failure,28,0.0027,1.035779,false,0.100000,0.037830,0,NaN,
111,+++,equi_rot_s0.1_eta0.1,[+1+1+1],[1 1 1],4.0000,0.1000,0.1000,0.0200,5.0,1.0e-04,Failure,237,0.0236,1514.036093,false,0.191886,0.011577,0,NaN,
112,+++,equi_rot_s0.1_eta0.25,[+1+1+1],[1 1 1],1.0000,0.2500,0.1000,0.0200,5.0,1.0e-04,Failure,25,0.0024,3.700750,false,0.100000,0.036742,0,NaN,
113,+++,equi_rot_s0.1_eta0.25,[+1+1+1],[1 1 1],4.0000,0.2500,0.1000,0.0200,5.0,1.0e-04,Failure,134,0.0133,83.741019,false,0.100000,0.014690,0,NaN,
114,+++,equi_rot_s0.1_eta0.5,[+1+1+1],[1 1 1],1.0000,0.5000,0.1000,0.0200,5.0,1.0e-04,Failure,21,0.0020,2.440325,false,0.100000,0.044527,0,NaN,
115,+++,equi_rot_s0.1_eta0.5,[+1+1+1],[1 1 1],4.0000,0.5000,0.1000,0.0200,5.0,1.0e-04,Failure,115,0.0114,239.990878,false,0.100000,0.014030,0,NaN,
116,+++,collin_breath_d0.05,[+1+1+1],[1 1 1],1.0000,0.0000,0.0500,0.0200,2.0,1.0e-05,Success,200001,2.0000,151.924444,true,0.235962,0.010207,283,0.005640,
117,+++,collin_breath_d0.05,[+1+1+1],[1 1 1],4.0000,0.0000,0.0500,0.0200,2.0,1.0e-05,Success,200001,2.0000,109.035082,true,0.126906,0.012123,1367,0.027320,
118,+++,collin_breath_d0.1,[+1+1+1],[1 1 1],1.0000,0.0000,0.1000,0.0200,2.0,1.0e-05,Failure,38804,0.3880,1541.264766,false,0.973459,0.002702,1199,0.023960,
119,+++,collin_breath_d0.1,[+1+1+1],[1 1 1],4.0000,0.0000,0.1000,0.0200,2.0,1.0e-05,Failure,32453,0.3245,656.809798,false,0.208623,0.004674,8441,0.168800,
120,+++,equi_rot_super_s1.0,[+1+1+1],[1 1 1],1.0000,0.5000,1.0000,0.0200,20.0,1.0e-03,Failure,250,0.2490,97.543953,false,1.000000,0.131276,0,NaN,
121,+++,equi_rot_super_s2.0,[+1+1+1],[1 1 1],1.0000,0.5000,2.0000,0.0200,20.0,1.0e-03,Failure,1292,1.2910,343.829275,false,2.000000,0.145714,0,NaN,
122,asym,He_q2m10_R1.0_api_eta0.1,[+2-1-1],[10 1 1],1.0000,0.1000,1.0000,0.0000,50.0,1.0e-03,Failure,2942,2.9410,5.673152,false,2.000000,0.049614,0,NaN,
123,asym,He_q2m10_R1.0_a2pi3_eta0.1,[+2-1-1],[10 1 1],1.0000,0.1000,1.0000,0.0000,50.0,1.0e-03,Failure,468,0.4670,2.352077,false,1.732051,0.078980,0,NaN,
124,asym,He_q2m10_R2.0_api_eta0.1,[+2-1-1],[10 1 1],1.0000,0.1000,2.0000,0.0000,50.0,1.0e-03,Failure,15253,15.2520,121.833413,false,4.000000,0.049979,0,NaN,
125,asym,He_q2m10_R2.0_a2pi3_eta0.1,[+2-1-1],[10 1 1],1.0000,0.1000,2.0000,0.0000,50.0,1.0e-03,Failure,1642,1.6410,8.891893,false,3.464102,0.080883,0,NaN,
126,asym,He_q2m10_R1.0_api_eta0.25,[+2-1-1],[10 1 1],1.0000,0.2500,1.0000,0.0000,50.0,1.0e-03,Failure,5281,5.2800,27.413470,false,2.000000,0.053988,0,NaN,
127,asym,He_q2m10_R1.0_a2pi3_eta0.25,[+2-1-1],[10 1 1],1.0000,0.2500,1.0000,0.0000,50.0,1.0e-03,Failure,506,0.5050,23.837451,false,1.732051,0.047986,0,NaN,
128,asym,He_q2m10_R2.0_api_eta0.25,[+2-1-1],[10 1 1],1.0000,0.2500,2.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.219573,true,26.408618,0.124423,0,NaN,
129,asym,He_q2m10_R2.0_a2pi3_eta0.25,[+2-1-1],[10 1 1],1.0000,0.2500,2.0000,0.0000,50.0,1.0e-03,Failure,6990,6.9890,231.027015,false,3.464102,0.042384,0,NaN,
130,asym,He_q2m10_R1.0_api_eta0.5,[+2-1-1],[10 1 1],1.0000,0.5000,1.0000,0.0000,50.0,1.0e-03,Failure,21333,21.3320,578.189603,false,3.685853,0.096255,0,NaN,
131,asym,He_q2m10_R1.0_a2pi3_eta0.5,[+2-1-1],[10 1 1],1.0000,0.5000,1.0000,0.0000,50.0,1.0e-03,Failure,1339,1.3380,477.549702,false,1.732051,0.113740,0,NaN,
132,asym,He_q2m10_R2.0_api_eta0.5,[+2-1-1],[10 1 1],1.0000,0.5000,2.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.000026,true,4.000000,0.999994,0,NaN,
133,asym,He_q2m10_R2.0_a2pi3_eta0.5,[+2-1-1],[10 1 1],1.0000,0.5000,2.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.020068,true,5.193057,0.233980,0,NaN,
134,asym,He_q2m10_R1.0_api_eta0.75,[+2-1-1],[10 1 1],1.0000,0.7500,1.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,12.374141,true,11.218011,0.056310,0,NaN,
135,asym,He_q2m10_R1.0_a2pi3_eta0.75,[+2-1-1],[10 1 1],1.0000,0.7500,1.0000,0.0000,50.0,1.0e-03,Failure,14522,14.5210,10.679430,false,3.582760,0.076016,0,NaN,
136,asym,He_q2m10_R2.0_api_eta0.75,[+2-1-1],[10 1 1],1.0000,0.7500,2.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.000000,true,4.000000,1.999938,0,NaN,
137,asym,He_q2m10_R2.0_a2pi3_eta0.75,[+2-1-1],[10 1 1],1.0000,0.7500,2.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.007582,true,9.829472,0.306935,0,NaN,
138,asym,inv_He_q-2_R1.0_eta0.25,[-2+1+1],[1 1 1],1.0000,0.2500,1.0000,0.0000,50.0,1.0e-03,Failure,2118,2.1170,13.496862,false,2.000000,0.077260,0,NaN,
139,asym,inv_He_q-2_R2.0_eta0.25,[-2+1+1],[1 1 1],1.0000,0.2500,2.0000,0.0000,50.0,1.0e-03,Failure,39951,39.9500,19.553204,false,44.030285,0.069304,0,NaN,
140,asym,inv_He_q-2_R1.0_eta0.5,[-2+1+1],[1 1 1],1.0000,0.5000,1.0000,0.0000,50.0,1.0e-03,Failure,3888,3.8870,10.969829,false,2.015050,0.062514,0,NaN,
141,asym,inv_He_q-2_R2.0_eta0.5,[-2+1+1],[1 1 1],1.0000,0.5000,2.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.030172,false,50.372590,0.236300,0,NaN,
142,asym,inv_He_q-2_R1.0_eta0.75,[-2+1+1],[1 1 1],1.0000,0.7500,1.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.043831,false,50.735809,0.191467,0,NaN,
143,asym,inv_He_q-2_R2.0_eta0.75,[-2+1+1],[1 1 1],1.0000,0.7500,2.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.003283,true,29.238043,0.405913,0,NaN,
144,asym,He_c4_R0.5_eta0.5,[+2-1-1],[10 1 1],4.0000,0.5000,0.5000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.349336,false,12.385434,0.066162,0,NaN,
145,asym,He_c4_R1.0_eta0.5,[+2-1-1],[10 1 1],4.0000,0.5000,1.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.005357,false,33.596553,0.207086,0,NaN,
146,asym,He_c4_R0.5_eta0.7,[+2-1-1],[10 1 1],4.0000,0.7000,0.5000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.009074,true,5.568186,0.157083,0,NaN,
147,asym,He_c4_R1.0_eta0.7,[+2-1-1],[10 1 1],4.0000,0.7000,1.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.000926,true,14.695367,0.332087,0,NaN,
148,asym,He_c4_R0.5_eta0.8,[+2-1-1],[10 1 1],4.0000,0.8000,0.5000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.003050,true,8.914920,0.210332,0,NaN,
149,asym,He_c4_R1.0_eta0.8,[+2-1-1],[10 1 1],4.0000,0.8000,1.0000,0.0000,50.0,1.0e-03,Success,50001,50.0000,0.000560,true,11.861176,0.387780,0,NaN,
