q1,q2,m1,m2,c,r0,L,E,bound,period,orbit_type,drift_pct,max_sep,min_sep,retcode,case_label
1.0000,1.0000,1.00,10.00,1.00,0.11000000,0.0000,9.090909,false,NaN,failed,NaN,0.110000,0.046167,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.05500000,0.0000,18.181818,false,NaN,failed,NaN,0.055000,0.038123,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.01100000,0.0000,90.909091,false,NaN,failed,NaN,0.011000,0.011000,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.99000000,0.1000,1.015713,false,NaN,failed,NaN,5087.576537,0.014327,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.77000000,0.1000,1.307978,false,NaN,failed,NaN,2109.499776,0.039202,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.55000000,0.1000,1.836364,false,NaN,failed,NaN,369.088470,0.029506,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.33000000,0.1000,3.080808,false,NaN,unbound,4207977447.971545,0.330000,0.000000,Success,like
1.0000,1.0000,1.00,10.00,1.00,0.11000000,0.1000,9.545455,false,NaN,failed,NaN,0.110000,0.027223,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.05500000,0.1000,20.000000,false,NaN,failed,NaN,0.055000,0.032974,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.01100000,0.1000,136.363636,false,NaN,failed,NaN,0.011000,0.011000,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.99000000,0.5000,1.150393,false,NaN,failed,NaN,344216.461481,0.052456,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.77000000,0.5000,1.530612,false,NaN,unbound,6292318110.856039,0.770000,0.000000,Success,like
1.0000,1.0000,1.00,10.00,1.00,0.55000000,0.5000,2.272727,false,NaN,unbound,19598776164247.785156,0.550000,0.000000,Success,like
1.0000,1.0000,1.00,10.00,1.00,0.33000000,0.5000,4.292929,false,NaN,unbound,11027296798.803843,0.330000,0.000000,Success,like
1.0000,1.0000,1.00,10.00,1.00,0.11000000,0.5000,20.454545,false,NaN,failed,NaN,0.110000,0.053204,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.05500000,0.5000,63.636364,false,NaN,failed,NaN,0.055000,0.055000,Failure,like
1.0000,1.0000,1.00,10.00,1.00,0.01100000,0.5000,1227.272727,false,NaN,failed,NaN,0.011000,0.011000,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.24750000,0.0000,4.040404,false,NaN,failed,NaN,0.247500,0.016776,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.19250000,0.0000,5.194805,false,NaN,failed,NaN,0.192500,0.019812,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.13750000,0.0000,7.272727,false,NaN,failed,NaN,0.137500,0.020310,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.08250000,0.0000,12.121212,false,NaN,failed,NaN,0.082500,0.024054,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.02750000,0.0000,36.363636,false,NaN,failed,NaN,0.027500,0.015200,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.01375000,0.0000,72.727273,false,NaN,failed,NaN,0.013750,0.011492,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.00275000,0.0000,363.636364,false,NaN,failed,NaN,0.002750,0.002750,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.24750000,0.1000,4.130191,false,NaN,failed,NaN,130.136920,0.014732,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.19250000,0.1000,5.343228,false,NaN,failed,NaN,0.192500,0.040630,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.13750000,0.1000,7.563636,false,NaN,failed,NaN,0.137500,0.025581,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.08250000,0.1000,12.929293,false,NaN,failed,NaN,0.082500,0.026957,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.02750000,0.1000,43.636364,false,NaN,failed,NaN,0.027500,0.020884,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.01375000,0.1000,101.818182,false,NaN,failed,NaN,0.013750,0.013750,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.00275000,0.1000,1090.909091,false,NaN,failed,NaN,0.002750,0.002750,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.24750000,0.5000,6.285073,false,NaN,failed,NaN,0.247500,0.038814,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.19250000,0.5000,8.905380,false,NaN,failed,NaN,0.192500,0.058475,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.13750000,0.5000,14.545455,false,NaN,failed,NaN,0.137500,0.030783,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.08250000,0.5000,32.323232,false,NaN,failed,NaN,0.082500,0.054003,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.02750000,0.5000,218.181818,false,NaN,failed,NaN,0.027500,0.027500,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.01375000,0.5000,800.000000,false,NaN,failed,NaN,0.013750,0.013750,Failure,like
1.0000,1.0000,1.00,10.00,2.00,0.00275000,0.5000,18545.454545,false,NaN,failed,NaN,0.002750,0.002750,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.06187500,0.0000,16.161616,false,NaN,failed,NaN,0.061875,0.017170,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.04812500,0.0000,20.779221,false,NaN,failed,NaN,0.048125,0.010444,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.03437500,0.0000,29.090909,false,NaN,failed,NaN,0.034375,0.010888,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.02062500,0.0000,48.484848,false,NaN,failed,NaN,0.020625,0.007002,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00687500,0.0000,145.454545,false,NaN,failed,NaN,0.006875,0.003800,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00343750,0.0000,290.909091,false,NaN,failed,NaN,0.003438,0.002873,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00068750,0.0000,1454.545455,false,NaN,failed,NaN,0.000687,0.000687,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.06187500,0.1000,17.598204,false,NaN,failed,NaN,0.061875,0.010562,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.04812500,0.1000,23.153989,false,NaN,failed,NaN,0.048125,0.011306,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.03437500,0.1000,33.745455,false,NaN,failed,NaN,0.034375,0.010866,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.02062500,0.1000,61.414141,false,NaN,failed,NaN,0.020625,0.011070,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00687500,0.1000,261.818182,false,NaN,failed,NaN,0.006875,0.006184,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00343750,0.1000,756.363636,false,NaN,failed,NaN,0.003438,0.003438,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00068750,0.1000,13090.909091,false,NaN,failed,NaN,0.000687,0.000687,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.06187500,0.5000,52.076319,false,NaN,failed,NaN,0.061875,0.029367,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.04812500,0.5000,80.148423,false,NaN,failed,NaN,0.048125,0.016865,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.03437500,0.5000,145.454545,false,NaN,failed,NaN,0.034375,0.020252,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.02062500,0.5000,371.717172,false,NaN,failed,NaN,0.020625,0.016065,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00687500,0.5000,3054.545455,false,NaN,failed,NaN,0.006875,0.006875,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00343750,0.5000,11927.272727,false,NaN,failed,NaN,0.003438,0.003438,Failure,like
1.0000,1.0000,1.00,10.00,4.00,0.00068750,0.5000,292363.636364,false,NaN,failed,NaN,0.000687,0.000687,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00990000,0.0000,101.010101,false,NaN,failed,NaN,0.009900,0.002747,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00770000,0.0000,129.870130,false,NaN,failed,NaN,0.007700,0.001671,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00550000,0.0000,181.818182,false,NaN,failed,NaN,0.005500,0.001742,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00330000,0.0000,303.030303,false,NaN,failed,NaN,0.003300,0.001120,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00110000,0.0000,909.090909,false,NaN,failed,NaN,0.001100,0.000608,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00055000,0.0000,1818.181818,false,NaN,failed,NaN,0.000550,0.000460,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00011000,0.0000,9090.909091,false,NaN,failed,NaN,0.000110,0.000110,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00990000,0.1000,157.126824,false,NaN,failed,NaN,0.009900,0.003796,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00770000,0.1000,222.634508,false,NaN,failed,NaN,0.007700,0.002431,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00550000,0.1000,363.636364,false,NaN,failed,NaN,0.005500,0.002756,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00330000,0.1000,808.080808,false,NaN,failed,NaN,0.003300,0.001264,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00110000,0.1000,5454.545455,false,NaN,failed,NaN,0.001100,0.001100,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00055000,0.1000,20000.000000,false,NaN,failed,NaN,0.000550,0.000550,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00011000,0.1000,463636.363636,false,NaN,failed,NaN,0.000110,0.000110,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00990000,0.5000,1503.928171,false,NaN,failed,NaN,0.009900,0.005588,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00770000,0.5000,2448.979592,false,NaN,failed,NaN,0.007700,0.004774,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00550000,0.5000,4727.272727,false,NaN,failed,NaN,0.005500,0.004378,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00330000,0.5000,12929.292929,false,NaN,failed,NaN,0.003300,0.003300,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00110000,0.5000,114545.454545,false,NaN,failed,NaN,0.001100,0.001100,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00055000,0.5000,456363.636364,false,NaN,failed,NaN,0.000550,0.000550,Failure,like
1.0000,1.0000,1.00,10.00,10.00,0.00011000,0.5000,11372727.272727,false,NaN,failed,NaN,0.000110,0.000110,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00009900,0.0000,10101.010101,false,NaN,failed,NaN,0.000099,0.000099,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00007700,0.0000,12987.012987,false,NaN,failed,NaN,0.000077,0.000077,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00005500,0.0000,18181.818182,false,NaN,failed,NaN,0.000055,0.000055,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00003300,0.0000,30303.030303,false,NaN,failed,NaN,0.000033,0.000033,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00001100,0.0000,90909.090909,false,NaN,failed,NaN,0.000011,0.000011,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00000550,0.0000,181818.181818,false,NaN,failed,NaN,0.000006,0.000006,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00000110,0.0000,909090.909091,false,NaN,failed,NaN,0.000001,0.000001,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00009900,0.1000,571268.237935,false,NaN,failed,NaN,0.000099,0.000099,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00007700,0.1000,940630.797774,false,NaN,failed,NaN,0.000077,0.000077,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00005500,0.1000,1836363.636364,false,NaN,failed,NaN,0.000055,0.000055,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00003300,0.1000,5080808.080808,false,NaN,failed,NaN,0.000033,0.000033,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00001100,0.1000,45545454.545455,false,NaN,failed,NaN,0.000011,0.000011,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00000550,0.1000,182000000.000000,false,NaN,failed,NaN,0.000006,0.000006,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00000110,0.1000,4546363636.363638,false,NaN,failed,NaN,0.000001,0.000001,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00009900,0.5000,14039281.705948,false,NaN,failed,NaN,0.000099,0.000099,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00007700,0.5000,23204081.632653,false,NaN,failed,NaN,0.000077,0.000077,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00005500,0.5000,45472727.272727,false,NaN,failed,NaN,0.000055,0.000055,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00003300,0.5000,126292929.292929,false,NaN,failed,NaN,0.000033,0.000033,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00001100,0.5000,1136454545.454545,false,NaN,failed,NaN,0.000011,0.000011,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00000550,0.5000,4545636363.636363,false,NaN,failed,NaN,0.000006,0.000006,Failure,like
1.0000,1.0000,1.00,10.00,100.00,0.00000110,0.5000,113637272727.272736,false,NaN,failed,NaN,0.000001,0.000001,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.90900000,0.0000,1.100110,false,NaN,failed,NaN,0.909000,0.055823,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.70700000,0.0000,1.414427,false,NaN,failed,NaN,0.707000,0.055240,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.50500000,0.0000,1.980198,false,NaN,failed,NaN,0.505000,0.038998,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.30300000,0.0000,3.300330,false,NaN,failed,NaN,0.303000,0.038641,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.10100000,0.0000,9.900990,false,NaN,failed,NaN,0.101000,0.046669,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.05050000,0.0000,19.801980,false,NaN,failed,NaN,0.050500,0.031082,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.01010000,0.0000,99.009901,false,NaN,failed,NaN,0.010100,0.010100,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.90900000,0.1000,1.106222,false,NaN,unbound,2467468383268.574707,0.909000,0.000000,Success,like
1.0000,1.0000,1.00,100.00,1.00,0.70700000,0.1000,1.424530,false,NaN,failed,NaN,261.513879,0.000071,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.50500000,0.1000,2.000000,false,NaN,failed,NaN,1691.270596,0.050971,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.30300000,0.1000,3.355336,false,NaN,failed,NaN,0.555223,0.042429,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.10100000,0.1000,10.396040,false,NaN,failed,NaN,0.101000,0.033143,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.05050000,0.1000,21.782178,false,NaN,failed,NaN,0.050500,0.024174,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.01010000,0.1000,148.514851,false,NaN,failed,NaN,0.010100,0.010100,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.90900000,0.5000,1.252903,false,NaN,failed,NaN,53092.885405,0.049809,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.70700000,0.5000,1.667003,false,NaN,unbound,34913332936.765366,0.707000,0.000000,Success,like
1.0000,1.0000,1.00,100.00,1.00,0.50500000,0.5000,2.475248,false,NaN,failed,NaN,17463.044771,0.002065,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.30300000,0.5000,4.675468,false,NaN,failed,NaN,0.303000,0.073034,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.10100000,0.5000,22.277228,false,NaN,failed,NaN,0.101000,0.067835,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.05050000,0.5000,69.306931,false,NaN,failed,NaN,0.050500,0.050500,Failure,like
1.0000,1.0000,1.00,100.00,1.00,0.01010000,0.5000,1336.633663,false,NaN,failed,NaN,0.010100,0.010100,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.22725000,0.0000,4.400440,false,NaN,failed,NaN,0.227250,0.019235,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.17675000,0.0000,5.657709,false,NaN,failed,NaN,0.176750,0.037837,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.12625000,0.0000,7.920792,false,NaN,failed,NaN,0.126250,0.032011,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.07575000,0.0000,13.201320,false,NaN,failed,NaN,0.075750,0.020423,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.02525000,0.0000,39.603960,false,NaN,failed,NaN,0.025250,0.013956,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.01262500,0.0000,79.207921,false,NaN,failed,NaN,0.012625,0.010552,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.00252500,0.0000,396.039604,false,NaN,failed,NaN,0.002525,0.002525,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.22725000,0.1000,4.498228,false,NaN,failed,NaN,0.227250,0.038938,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.17675000,0.1000,5.819357,false,NaN,unbound,1760900379.431282,0.176750,0.000000,Success,like
1.0000,1.0000,1.00,100.00,2.00,0.12625000,0.1000,8.237624,false,NaN,failed,NaN,0.126250,0.038379,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.07575000,0.1000,14.081408,false,NaN,failed,NaN,0.075750,0.025241,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.02525000,0.1000,47.524752,false,NaN,failed,NaN,0.025250,0.019175,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.01262500,0.1000,110.891089,false,NaN,failed,NaN,0.012625,0.012625,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.00252500,0.1000,1188.118812,false,NaN,failed,NaN,0.002525,0.002525,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.22725000,0.5000,6.845129,false,NaN,failed,NaN,0.227250,0.047778,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.17675000,0.5000,9.698929,false,NaN,failed,NaN,0.176750,0.055453,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.12625000,0.5000,15.841584,false,NaN,failed,NaN,0.126250,0.033568,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.07575000,0.5000,35.203520,false,NaN,failed,NaN,0.075750,0.040944,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.02525000,0.5000,237.623762,false,NaN,failed,NaN,0.025250,0.025250,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.01262500,0.5000,871.287129,false,NaN,failed,NaN,0.012625,0.012625,Failure,like
1.0000,1.0000,1.00,100.00,2.00,0.00252500,0.5000,20198.019802,false,NaN,failed,NaN,0.002525,0.002525,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.05681250,0.0000,17.601760,false,NaN,failed,NaN,0.056813,0.015765,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.04418750,0.0000,22.630835,false,NaN,failed,NaN,0.044187,0.009589,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.03156250,0.0000,31.683168,false,NaN,failed,NaN,0.031563,0.009997,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.01893750,0.0000,52.805281,false,NaN,failed,NaN,0.018937,0.006429,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00631250,0.0000,158.415842,false,NaN,failed,NaN,0.006313,0.003489,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00315625,0.0000,316.831683,false,NaN,failed,NaN,0.003156,0.002638,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00063125,0.0000,1584.158416,false,NaN,failed,NaN,0.000631,0.000631,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.05681250,0.1000,19.166361,false,NaN,failed,NaN,0.056813,0.009698,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.04418750,0.1000,25.217216,false,NaN,failed,NaN,0.044187,0.010381,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.03156250,0.1000,36.752475,false,NaN,failed,NaN,0.031563,0.009977,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.01893750,0.1000,66.886689,false,NaN,failed,NaN,0.018937,0.010164,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00631250,0.1000,285.148515,false,NaN,failed,NaN,0.006313,0.005678,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00315625,0.1000,823.762376,false,NaN,failed,NaN,0.003156,0.003156,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00063125,0.1000,14257.425743,false,NaN,failed,NaN,0.000631,0.000631,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.05681250,0.5000,56.716783,false,NaN,failed,NaN,0.056813,0.026964,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.04418750,0.5000,87.290362,false,NaN,failed,NaN,0.044187,0.015485,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.03156250,0.5000,158.415842,false,NaN,failed,NaN,0.031563,0.018595,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.01893750,0.5000,404.840484,false,NaN,failed,NaN,0.018937,0.014751,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00631250,0.5000,3326.732673,false,NaN,failed,NaN,0.006313,0.006313,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00315625,0.5000,12990.099010,false,NaN,failed,NaN,0.003156,0.003156,Failure,like
1.0000,1.0000,1.00,100.00,4.00,0.00063125,0.5000,318415.841584,false,NaN,failed,NaN,0.000631,0.000631,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00909000,0.0000,110.011001,false,NaN,failed,NaN,0.009090,0.002522,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00707000,0.0000,141.442716,false,NaN,failed,NaN,0.007070,0.001534,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00505000,0.0000,198.019802,false,NaN,failed,NaN,0.005050,0.001600,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00303000,0.0000,330.033003,false,NaN,failed,NaN,0.003030,0.001029,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00101000,0.0000,990.099010,false,NaN,failed,NaN,0.001010,0.000558,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00050500,0.0000,1980.198020,false,NaN,failed,NaN,0.000505,0.000422,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00010100,0.0000,9900.990099,false,NaN,failed,NaN,0.000101,0.000101,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00909000,0.1000,171.128224,false,NaN,failed,NaN,0.009090,0.003485,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00707000,0.1000,242.473227,false,NaN,failed,NaN,0.007070,0.002232,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00505000,0.1000,396.039604,false,NaN,failed,NaN,0.005050,0.002531,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00303000,0.1000,880.088009,false,NaN,failed,NaN,0.003030,0.001161,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00101000,0.1000,5940.594059,false,NaN,failed,NaN,0.001010,0.001010,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00050500,0.1000,21782.178218,false,NaN,failed,NaN,0.000505,0.000505,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00010100,0.1000,504950.495050,false,NaN,failed,NaN,0.000101,0.000101,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00909000,0.5000,1637.941572,false,NaN,failed,NaN,0.009090,0.005131,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00707000,0.5000,2667.205496,false,NaN,failed,NaN,0.007070,0.004384,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00505000,0.5000,5148.514851,false,NaN,failed,NaN,0.005050,0.004020,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00303000,0.5000,14081.408141,false,NaN,failed,NaN,0.003030,0.003030,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00101000,0.5000,124752.475248,false,NaN,failed,NaN,0.001010,0.001010,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00050500,0.5000,497029.702970,false,NaN,failed,NaN,0.000505,0.000505,Failure,like
1.0000,1.0000,1.00,100.00,10.00,0.00010100,0.5000,12386138.613861,false,NaN,failed,NaN,0.000101,0.000101,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00009090,0.0000,11001.100110,false,NaN,failed,NaN,0.000091,0.000091,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00007070,0.0000,14144.271570,false,NaN,failed,NaN,0.000071,0.000071,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00005050,0.0000,19801.980198,false,NaN,failed,NaN,0.000051,0.000051,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00003030,0.0000,33003.300330,false,NaN,failed,NaN,0.000030,0.000030,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00001010,0.0000,99009.900990,false,NaN,failed,NaN,0.000010,0.000010,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00000505,0.0000,198019.801980,false,NaN,failed,NaN,0.000005,0.000005,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00000101,0.0000,990099.009901,false,NaN,failed,NaN,0.000001,0.000001,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00009090,0.1000,622173.328444,false,NaN,failed,NaN,0.000091,0.000091,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00007070,0.1000,1024449.383714,false,NaN,failed,NaN,0.000071,0.000071,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00005050,0.1000,2000000.000000,false,NaN,failed,NaN,0.000051,0.000051,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00003030,0.1000,5533553.355336,false,NaN,failed,NaN,0.000030,0.000030,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00001010,0.1000,49603960.396040,false,NaN,failed,NaN,0.000010,0.000010,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00000505,0.1000,198217821.782178,false,NaN,failed,NaN,0.000005,0.000005,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00000101,0.1000,4951485148.514852,false,NaN,failed,NaN,0.000001,0.000001,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00009090,0.5000,15290306.808459,false,NaN,failed,NaN,0.000091,0.000091,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00007070,0.5000,25271772.075167,false,NaN,failed,NaN,0.000071,0.000071,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00005050,0.5000,49524752.475248,false,NaN,failed,NaN,0.000051,0.000051,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00003030,0.5000,137546754.675468,false,NaN,failed,NaN,0.000030,0.000030,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00001010,0.5000,1237722772.277227,false,NaN,failed,NaN,0.000010,0.000010,Failure,like
1.0000,1.0000,1.00,100.00,100.00,0.00000505,0.5000,4950693069.306930,false,NaN,failed,NaN,0.000005,0.000005,Failure,like
