q1,q2,m1,m2,c,r0,L,E,bound,period,orbit_type,drift_pct,max_sep,min_sep,retcode,case_label
1.0000,-1.0000,1.00,10.00,4.00,0.46286733,0.2500,-2.000000,false,NaN,unbound,42.689695,0.465717,0.038570,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,99.86231042,0.5000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.862310,85.397798,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,39.86202407,0.5000,-0.025000,false,NaN,unbound,21.974897,39.862024,0.182114,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,19.86154146,0.5000,-0.050000,false,NaN,unbound,10.813485,19.861541,0.166016,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,9.86055552,0.5000,-0.100000,false,NaN,unbound,5.211666,9.860556,0.150053,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,3.85741756,0.5000,-0.250000,false,NaN,unbound,1.854942,3.857418,0.143761,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,1.85146932,0.5000,-0.500000,true,NaN,high_ecc_elliptic,0.750285,1.851469,0.149135,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,0.83541020,0.5000,-1.000000,true,NaN,moderate_ecc_elliptic,0.222873,0.835410,0.164691,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,99.44694126,1.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.446941,84.982872,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,39.44222210,1.0000,-0.025000,true,NaN,high_ecc_elliptic,0.073125,39.442222,0.560821,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,19.43398113,1.0000,-0.050000,true,NaN,high_ecc_elliptic,0.034065,19.433981,0.566170,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,9.41588043,1.0000,-0.100000,true,NaN,high_ecc_elliptic,0.014641,9.415880,0.586541,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,3.34164079,1.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.003313,3.341641,0.658395,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,97.74934555,2.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,97.749346,83.293537,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,37.66352173,2.0000,-0.025000,true,NaN,high_ecc_elliptic,0.000223,37.663522,2.336641,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,17.48331477,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.000079,17.483315,2.516686,Success,unlike
1.0000,-1.0000,1.00,10.00,4.00,6.73205081,2.0000,-0.100000,true,NaN,moderate_ecc_elliptic,0.000011,6.732051,3.268049,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,100.00000000,0.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,100.000000,85.544730,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,40.00000000,0.0000,-0.025000,true,NaN,high_ecc_elliptic,0.016749,40.000000,0.841443,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,20.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.140399,20.000000,0.532371,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,10.00000000,0.0000,-0.100000,false,NaN,unbound,1.346937,10.000000,0.306256,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,4.00000000,0.0000,-0.250000,false,NaN,unbound,53.944204,4.000000,0.085690,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,2.00000000,0.0000,-0.500000,false,NaN,failed,NaN,2.000000,0.055690,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,1.00000000,0.0000,-1.000000,false,NaN,failed,NaN,1.000000,0.044502,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,0.50000000,0.0000,-2.000000,false,NaN,failed,NaN,0.500000,0.048410,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,99.99449970,0.1000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.994500,85.539230,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,39.99449924,0.1000,-0.025000,false,NaN,failed,NaN,39.994499,0.571675,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,19.99449849,0.1000,-0.050000,false,NaN,failed,NaN,19.994498,0.322412,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,9.99449697,0.1000,-0.100000,false,NaN,failed,NaN,9.994497,0.040941,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,3.99449242,0.1000,-0.250000,false,NaN,failed,NaN,3.994492,0.050124,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,1.99448479,0.1000,-0.500000,false,NaN,failed,NaN,1.994485,0.049776,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,0.99446941,0.1000,-1.000000,false,NaN,failed,NaN,0.994469,0.038574,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,0.49443813,0.1000,-2.000000,false,NaN,failed,NaN,0.494438,0.042444,Failure,unlike
1.0000,-1.0000,1.00,10.00,10.00,99.96561318,0.2500,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.965613,85.510344,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,39.96559541,0.2500,-0.025000,false,NaN,unbound,2237.341522,39.965595,0.473063,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,19.96556571,0.2500,-0.050000,false,NaN,unbound,2250.471065,74.647162,0.499514,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,9.96550602,0.2500,-0.100000,false,73.750000,unbound,1250.406434,16.704088,0.113905,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,3.96532440,0.2500,-0.250000,false,23.000000,unbound,477.515128,5.837344,0.116410,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,1.96501295,0.2500,-0.500000,false,NaN,unbound,269.035269,1.965013,0.036744,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,0.96435439,0.2500,-1.000000,false,NaN,unbound,111.825249,0.964354,0.037484,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,0.46286733,0.2500,-2.000000,false,NaN,unbound,25.316445,0.462900,0.037995,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,99.86231042,0.5000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.862310,85.407070,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,39.86202407,0.5000,-0.025000,false,NaN,unbound,19.242175,39.862024,0.409385,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,19.86154146,0.5000,-0.050000,false,NaN,unbound,9.541877,19.861541,0.142960,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,9.86055552,0.5000,-0.100000,false,NaN,unbound,4.615084,9.860556,0.148986,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,3.85741756,0.5000,-0.250000,false,NaN,unbound,1.659576,3.857418,0.143128,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,1.85146932,0.5000,-0.500000,true,NaN,high_ecc_elliptic,0.683436,1.851469,0.148722,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,0.83541020,0.5000,-1.000000,true,NaN,moderate_ecc_elliptic,0.210471,0.835410,0.164677,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,99.44694126,1.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.446941,84.992184,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,39.44222210,1.0000,-0.025000,true,NaN,high_ecc_elliptic,0.070800,39.442222,0.599213,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,19.43398113,1.0000,-0.050000,true,NaN,high_ecc_elliptic,0.033051,19.433981,0.566256,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,9.41588043,1.0000,-0.100000,true,NaN,high_ecc_elliptic,0.014261,9.415880,0.584673,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,3.34164079,1.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.003265,3.341641,0.658383,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,97.74934555,2.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,97.749346,83.303013,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,37.66352173,2.0000,-0.025000,true,NaN,high_ecc_elliptic,0.000222,37.663522,2.338700,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,17.48331477,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.000079,17.483315,2.516694,Success,unlike
1.0000,-1.0000,1.00,10.00,10.00,6.73205081,2.0000,-0.100000,true,NaN,moderate_ecc_elliptic,0.000011,6.732051,3.267957,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,100.00000000,0.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,100.000000,85.546476,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,40.00000000,0.0000,-0.025000,true,NaN,high_ecc_elliptic,0.016790,40.000000,0.944086,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,20.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.137891,20.000000,0.504129,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,10.00000000,0.0000,-0.100000,false,NaN,unbound,1.138007,10.000000,0.337834,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,4.00000000,0.0000,-0.250000,false,NaN,unbound,42.174718,4.000000,0.089222,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,2.00000000,0.0000,-0.500000,false,NaN,failed,NaN,2.000000,0.051533,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,1.00000000,0.0000,-1.000000,false,NaN,failed,NaN,1.000000,0.042610,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,0.50000000,0.0000,-2.000000,false,NaN,failed,NaN,0.500000,0.040298,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,99.99449970,0.1000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.994500,85.540975,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,39.99449924,0.1000,-0.025000,false,NaN,failed,NaN,39.994499,0.695626,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,19.99449849,0.1000,-0.050000,false,NaN,failed,NaN,19.994498,0.200475,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,9.99449697,0.1000,-0.100000,false,NaN,failed,NaN,9.994497,0.069515,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,3.99449242,0.1000,-0.250000,false,NaN,failed,NaN,3.994492,0.057635,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,1.99448479,0.1000,-0.500000,false,NaN,failed,NaN,1.994485,0.046713,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,0.99446941,0.1000,-1.000000,false,NaN,failed,NaN,0.994469,0.037974,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,0.49443813,0.1000,-2.000000,false,NaN,failed,NaN,0.494438,0.035619,Failure,unlike
1.0000,-1.0000,1.00,10.00,100.00,99.96561318,0.2500,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.965613,85.512091,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,39.96559541,0.2500,-0.025000,false,NaN,unbound,4569.877960,39.965595,0.298993,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,19.96556571,0.2500,-0.050000,false,NaN,unbound,1842.464304,29.788320,0.496536,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,9.96550602,0.2500,-0.100000,false,64.500000,unbound,1145.913371,10.055480,0.050152,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,3.96532440,0.2500,-0.250000,false,24.750000,unbound,418.526393,5.651209,0.039611,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,1.96501295,0.2500,-0.500000,false,6.375000,unbound,211.124916,2.072505,0.038455,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,0.96435439,0.2500,-1.000000,false,4.215000,unbound,95.149787,0.972498,0.037508,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,0.46286733,0.2500,-2.000000,false,NaN,unbound,23.226686,0.462867,0.037932,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,99.86231042,0.5000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.862310,85.408818,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,39.86202407,0.5000,-0.025000,false,NaN,unbound,18.921429,39.862024,0.260804,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,19.86154146,0.5000,-0.050000,false,NaN,unbound,9.307513,19.861541,0.310054,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,9.86055552,0.5000,-0.100000,false,NaN,unbound,4.502200,9.860556,0.142754,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,3.85741756,0.5000,-0.250000,false,NaN,unbound,1.623215,3.857418,0.142782,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,1.85146932,0.5000,-0.500000,true,NaN,high_ecc_elliptic,0.670859,1.851469,0.148629,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,0.83541020,0.5000,-1.000000,true,NaN,moderate_ecc_elliptic,0.208127,0.835410,0.164674,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,99.44694126,1.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.446941,84.993940,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,39.44222210,1.0000,-0.025000,true,NaN,high_ecc_elliptic,0.070371,39.442222,0.569970,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,19.43398113,1.0000,-0.050000,true,NaN,high_ecc_elliptic,0.032860,19.433981,0.585283,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,9.41588043,1.0000,-0.100000,true,NaN,high_ecc_elliptic,0.014190,9.415880,0.584294,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,3.34164079,1.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.003256,3.341641,0.658368,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,97.74934555,2.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,97.749346,83.304800,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,37.66352173,2.0000,-0.025000,true,NaN,high_ecc_elliptic,0.000222,37.663522,2.337119,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,17.48331477,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.000078,17.483315,2.517476,Success,unlike
1.0000,-1.0000,1.00,10.00,100.00,6.73205081,2.0000,-0.100000,true,NaN,moderate_ecc_elliptic,0.000011,6.732051,3.267952,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,100.00000000,0.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,100.000000,86.640920,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,40.00000000,0.0000,-0.025000,true,NaN,high_ecc_elliptic,0.006918,40.000000,1.194456,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,20.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.036211,20.000000,0.991906,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,10.00000000,0.0000,-0.100000,true,NaN,high_ecc_elliptic,0.228717,10.000000,0.334604,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,4.00000000,0.0000,-0.250000,false,NaN,failed,NaN,4.000000,0.099470,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,2.00000000,0.0000,-0.500000,false,NaN,failed,NaN,2.000000,0.092806,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,1.00000000,0.0000,-1.000000,false,NaN,failed,NaN,1.000000,0.067735,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,0.50000000,0.0000,-2.000000,false,NaN,failed,NaN,0.500000,0.085074,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,99.99494974,0.1000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.994950,86.635862,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,39.99494936,0.1000,-0.025000,false,NaN,failed,NaN,39.994949,0.917734,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,19.99494872,0.1000,-0.050000,false,NaN,failed,NaN,19.994949,0.251294,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,9.99494745,0.1000,-0.100000,false,NaN,failed,NaN,9.994947,0.261090,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,3.99494361,0.1000,-0.250000,false,NaN,failed,NaN,3.994944,0.125225,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,1.99493718,0.1000,-0.500000,false,NaN,failed,NaN,1.994937,0.125223,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,0.99492424,0.1000,-1.000000,false,NaN,failed,NaN,0.994924,0.114727,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,0.49489794,0.1000,-2.000000,false,NaN,failed,NaN,0.494898,0.061063,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,99.96842753,0.2500,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.968428,86.609300,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,39.96841256,0.2500,-0.025000,false,NaN,failed,NaN,39.968413,0.864080,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,19.96838753,0.2500,-0.050000,false,NaN,failed,NaN,19.968388,0.095984,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,9.96833725,0.2500,-0.100000,false,NaN,failed,NaN,9.968337,0.123930,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,3.96818444,0.2500,-0.250000,false,NaN,failed,NaN,3.968184,0.121035,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,1.96792303,0.2500,-0.500000,false,NaN,failed,NaN,1.967923,0.090705,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,0.96737298,0.2500,-1.000000,false,NaN,failed,NaN,0.967373,0.113705,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,0.46614521,0.2500,-2.000000,false,NaN,failed,NaN,0.466145,0.080607,Failure,unlike
1.0000,-1.0000,1.00,100.00,1.00,99.87359021,0.5000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.873590,86.514339,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,39.87334899,0.5000,-0.025000,false,NaN,unbound,74.991331,39.873349,0.469724,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,19.87294282,0.5000,-0.050000,false,189.000000,unbound,37.237870,19.875801,0.731180,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,9.87211453,0.5000,-0.100000,false,64.500000,unbound,19.007738,9.873163,0.147944,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,3.86949191,0.5000,-0.250000,false,14.840000,unbound,6.666844,3.869515,0.131044,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,1.86458082,0.5000,-0.500000,false,NaN,unbound,2.531262,1.864581,0.136385,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,0.85178118,0.5000,-1.000000,true,NaN,high_ecc_elliptic,0.647468,0.851781,0.148427,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,99.49242366,1.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.492424,86.132958,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,39.48845812,1.0000,-0.025000,true,NaN,high_ecc_elliptic,0.148973,39.488458,0.722623,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,19.48156105,1.0000,-0.050000,true,NaN,high_ecc_elliptic,0.068433,19.481561,0.540204,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,9.46654229,1.0000,-0.100000,true,NaN,high_ecc_elliptic,0.028606,9.466542,0.533684,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,3.40712473,1.0000,-0.250000,true,NaN,high_ecc_elliptic,0.006038,3.407125,0.593007,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,97.93745926,2.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,97.937459,84.581987,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,37.86616915,2.0000,-0.025000,true,NaN,high_ecc_elliptic,0.000332,37.866169,2.134035,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,17.72010363,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.000118,17.720104,2.280509,Success,unlike
1.0000,-1.0000,1.00,100.00,1.00,7.19089023,2.0000,-0.100000,true,NaN,moderate_ecc_elliptic,0.000021,7.190890,2.809240,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,100.00000000,0.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,100.000000,86.751017,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,40.00000000,0.0000,-0.025000,true,NaN,high_ecc_elliptic,0.011529,40.000000,1.106432,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,20.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.077108,20.000000,0.559302,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,10.00000000,0.0000,-0.100000,true,NaN,high_ecc_elliptic,0.549752,10.000000,0.210134,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,4.00000000,0.0000,-0.250000,false,NaN,failed,NaN,4.000000,0.085654,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,2.00000000,0.0000,-0.500000,false,NaN,failed,NaN,2.000000,0.086586,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,1.00000000,0.0000,-1.000000,false,NaN,failed,NaN,1.000000,0.085861,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,0.50000000,0.0000,-2.000000,false,NaN,failed,NaN,0.500000,0.039562,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,99.99494974,0.1000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.994950,86.745965,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,39.99494936,0.1000,-0.025000,false,NaN,failed,NaN,39.994949,0.678090,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,19.99494872,0.1000,-0.050000,false,NaN,failed,NaN,19.994949,0.342454,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,9.99494745,0.1000,-0.100000,false,NaN,failed,NaN,9.994947,0.146969,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,3.99494361,0.1000,-0.250000,false,NaN,failed,NaN,3.994944,0.065825,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,1.99493718,0.1000,-0.500000,false,NaN,failed,NaN,1.994937,0.068150,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,0.99492424,0.1000,-1.000000,false,NaN,failed,NaN,0.994924,0.069300,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,0.49489794,0.1000,-2.000000,false,NaN,failed,NaN,0.494898,0.072376,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,99.96842753,0.2500,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.968428,86.719434,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,39.96841256,0.2500,-0.025000,false,NaN,failed,NaN,39.968413,0.643353,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,19.96838753,0.2500,-0.050000,false,NaN,failed,NaN,19.968388,0.299650,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,9.96833725,0.2500,-0.100000,false,NaN,failed,NaN,9.968337,0.080258,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,3.96818444,0.2500,-0.250000,false,NaN,failed,NaN,3.968184,0.078913,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,1.96792303,0.2500,-0.500000,false,NaN,failed,NaN,1.967923,0.083019,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,0.96737298,0.2500,-1.000000,false,NaN,failed,NaN,0.967373,0.048457,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,0.46614521,0.2500,-2.000000,false,NaN,failed,NaN,0.466145,0.050245,Failure,unlike
1.0000,-1.0000,1.00,100.00,2.00,99.87359021,0.5000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.873590,86.624583,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,39.87334899,0.5000,-0.025000,false,NaN,unbound,40.376126,39.873349,0.310240,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,19.87294282,0.5000,-0.050000,false,NaN,unbound,19.733464,19.872943,0.150987,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,9.87211453,0.5000,-0.100000,false,NaN,unbound,9.485791,9.872115,0.167489,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,3.86949191,0.5000,-0.250000,false,NaN,unbound,3.340386,3.869492,0.130668,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,1.86458082,0.5000,-0.500000,false,NaN,unbound,1.328485,1.864581,0.135705,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,0.85178118,0.5000,-1.000000,true,NaN,high_ecc_elliptic,0.385912,0.851781,0.148340,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,99.49242366,1.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,99.492424,86.243642,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,39.48845812,1.0000,-0.025000,true,NaN,high_ecc_elliptic,0.105803,39.488458,0.540804,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,19.48156105,1.0000,-0.050000,true,NaN,high_ecc_elliptic,0.049306,19.481561,0.518456,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,9.46654229,1.0000,-0.100000,true,NaN,high_ecc_elliptic,0.021247,9.466542,0.545878,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,3.40712473,1.0000,-0.250000,true,NaN,high_ecc_elliptic,0.004961,3.407125,0.600891,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,97.93745926,2.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,97.937459,84.694455,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,37.86616915,2.0000,-0.025000,true,NaN,high_ecc_elliptic,0.000303,37.866169,2.135746,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,17.72010363,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.000110,17.720104,2.280422,Success,unlike
1.0000,-1.0000,1.00,100.00,2.00,7.19089023,2.0000,-0.100000,true,NaN,moderate_ecc_elliptic,0.000020,7.190890,2.809115,Success,unlike
1.0000,-1.0000,1.00,100.00,4.00,100.00000000,0.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,100.000000,86.778514,Success,unlike
1.0000,-1.0000,1.00,100.00,4.00,40.00000000,0.0000,-0.025000,true,NaN,high_ecc_elliptic,0.014342,40.000000,1.001224,Success,unlike
1.0000,-1.0000,1.00,100.00,4.00,20.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.109371,20.000000,0.496027,Success,unlike
1.0000,-1.0000,1.00,100.00,4.00,10.00000000,0.0000,-0.100000,true,NaN,high_ecc_elliptic,0.966709,10.000000,0.204134,Success,unlike
1.0000,-1.0000,1.00,100.00,4.00,4.00000000,0.0000,-0.250000,false,NaN,unbound,70.375875,4.000000,0.081439,Success,unlike
1.0000,-1.0000,1.00,100.00,4.00,2.00000000,0.0000,-0.500000,false,NaN,failed,NaN,2.000000,0.041655,Failure,unlike
1.0000,-1.0000,1.00,100.00,4.00,1.00000000,0.0000,-1.000000,false,NaN,failed,NaN,1.000000,0.067118,Failure,unlike
1.0000,-1.0000,1.00,100.00,4.00,0.50000000,0.0000,-2.000000,false,NaN,failed,NaN,0.500000,0.058449,Failure,unlike
