case,q1,q2,m1,m2,c,L,r,V_eff,rho
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,17.593970,-0.05683766,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,17.694221,-0.05651563,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,17.794472,-0.05619723,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,17.894724,-0.05588239,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,17.994975,-0.05557107,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.095226,-0.05526319,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.195477,-0.05495871,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.295729,-0.05465757,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.395980,-0.05435970,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.496231,-0.05406507,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.596482,-0.05377361,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.696734,-0.05348528,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.796985,-0.05320002,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.897236,-0.05291779,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,18.997487,-0.05263854,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.097739,-0.05236222,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.197990,-0.05208879,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.298241,-0.05181819,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.398492,-0.05155040,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.498744,-0.05128536,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.598995,-0.05102302,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.699246,-0.05076336,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.799497,-0.05050633,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,19.899749,-0.05025189,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.0000,20.000000,-0.05000000,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.050000,-16.00000000,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.150251,-6.21255914,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.250503,-3.83261721,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.350754,-2.76972069,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.451005,-2.16810732,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.551256,-1.78113094,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.651508,-1.51134243,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.751759,-1.31251921,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.852010,-1.15991947,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,0.952261,-1.03910416,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.052513,-0.94108038,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.152764,-0.85995516,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.253015,-0.79170576,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.353266,-0.73349233,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.453518,-0.68325292,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.553769,-0.63945421,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.654020,-0.60093231,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.754271,-0.56678781,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.854523,-0.53631472,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,1.954774,-0.50895110,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.055025,-0.48424414,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.155276,-0.46182486,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.255528,-0.44138960,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.355779,-0.42268615,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.456030,-0.40550332,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.556281,-0.38966292,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.656533,-0.37501353,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.756784,-0.36142571,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.857035,-0.34878810,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,2.957286,-0.33700439,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.057538,-0.32599088,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.157789,-0.31567443,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.258040,-0.30599091,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.358291,-0.29688379,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.458543,-0.28830311,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.558794,-0.28020449,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.659045,-0.27254843,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.759296,-0.26529962,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.859548,-0.25842640,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,3.959799,-0.25190032,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.060050,-0.24569572,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.160302,-0.23978943,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.260553,-0.23416043,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.360804,-0.22878965,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.461055,-0.22365972,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.561307,-0.21875479,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.661558,-0.21406037,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.761809,-0.20956320,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.862060,-0.20525111,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,4.962312,-0.20111289,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.062563,-0.19713824,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.162814,-0.19331765,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.263065,-0.18964233,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.363317,-0.18610415,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.463568,-0.18269558,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.563819,-0.17940962,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.664070,-0.17623978,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.764322,-0.17318000,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.864573,-0.17022465,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,5.964824,-0.16736847,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.065075,-0.16460656,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.165327,-0.16193433,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.265578,-0.15934747,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.365829,-0.15684196,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.466080,-0.15441402,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.566332,-0.15206010,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.666583,-0.14977688,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.766834,-0.14756120,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.867085,-0.14541013,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,6.967337,-0.14332087,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.067588,-0.14129079,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.167839,-0.13931742,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.268090,-0.13739842,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.368342,-0.13553156,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.468593,-0.13371475,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.568844,-0.13194601,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.669095,-0.13022345,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.769347,-0.12854529,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.869598,-0.12690982,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,7.969849,-0.12531545,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.070101,-0.12376065,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.170352,-0.12224395,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.270603,-0.12076398,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.370854,-0.11931941,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.471106,-0.11790899,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.571357,-0.11653153,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.671608,-0.11518588,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.771859,-0.11387095,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.872111,-0.11258571,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,8.972362,-0.11132916,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.072613,-0.11010034,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.172864,-0.10889835,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.273116,-0.10772233,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.373367,-0.10657143,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.473618,-0.10544487,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.573869,-0.10434188,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.674121,-0.10326172,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.774372,-0.10220369,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.874623,-0.10116713,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,9.974874,-0.10015138,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.075126,-0.09915583,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.175377,-0.09817988,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.275628,-0.09722294,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.375879,-0.09628449,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.476131,-0.09536397,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.576382,-0.09446089,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.676633,-0.09357476,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.776884,-0.09270509,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.877136,-0.09185145,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,10.977387,-0.09101338,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.077638,-0.09019046,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.177889,-0.08938229,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.278141,-0.08858848,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.378392,-0.08780864,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.478643,-0.08704241,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.578894,-0.08628944,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.679146,-0.08554939,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.779397,-0.08482192,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.879648,-0.08410672,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,11.979899,-0.08340348,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.080151,-0.08271190,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.180402,-0.08203169,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.280653,-0.08136259,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.380905,-0.08070431,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.481156,-0.08005659,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.581407,-0.07941919,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.681658,-0.07879186,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.781910,-0.07817436,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.882161,-0.07756647,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,12.982412,-0.07696796,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.082663,-0.07637861,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.182915,-0.07579822,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.283166,-0.07522658,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.383417,-0.07466350,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.483668,-0.07410879,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.583920,-0.07356226,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.684171,-0.07302373,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.784422,-0.07249303,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.884673,-0.07196999,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,13.984925,-0.07145444,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.085176,-0.07094622,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.185427,-0.07044519,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.285678,-0.06995118,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.385930,-0.06946405,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.486181,-0.06898365,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.586432,-0.06850986,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.686683,-0.06804253,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.786935,-0.06758153,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.887186,-0.06712674,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,14.987437,-0.06667803,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.087688,-0.06623528,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.187940,-0.06579836,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.288191,-0.06536718,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.388442,-0.06494161,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.488693,-0.06452154,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.588945,-0.06410687,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.689196,-0.06369750,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.789447,-0.06329333,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.889698,-0.06289425,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,15.989950,-0.06250017,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.090201,-0.06211100,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.190452,-0.06172665,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.290704,-0.06134702,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.390955,-0.06097204,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.491206,-0.06060161,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.591457,-0.06023565,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.691709,-0.05987409,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.791960,-0.05951685,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.892211,-0.05916384,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,16.992462,-0.05881499,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.092714,-0.05847023,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.192965,-0.05812950,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.293216,-0.05779271,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.393467,-0.05745980,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.493719,-0.05713070,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.593970,-0.05680535,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.694221,-0.05648369,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.794472,-0.05616565,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.894724,-0.05585117,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,17.994975,-0.05554019,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.095226,-0.05523265,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.195477,-0.05492851,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.295729,-0.05462769,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.395980,-0.05433015,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.496231,-0.05403584,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.596482,-0.05374469,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.696734,-0.05345667,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.796985,-0.05317172,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.897236,-0.05288979,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,18.997487,-0.05261083,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.097739,-0.05233480,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.197990,-0.05206165,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.298241,-0.05179134,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.398492,-0.05152382,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.498744,-0.05125905,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.598995,-0.05099699,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.699246,-0.05073759,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.799497,-0.05048082,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,19.899749,-0.05022664,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.1000,20.000000,-0.04997500,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.050000,80.00000000,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.150251,4.41846288,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.250503,-0.00800798,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.350754,-0.81894853,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.451005,-0.98819842,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.551256,-0.99135456,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.651508,-0.94592088,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.751759,-0.88784665,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.852010,-0.82930504,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,0.952261,-0.77443766,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.052513,-0.72443139,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.152764,-0.67934983,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.253015,-0.63884407,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.353266,-0.60244002,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.453518,-0.56965493,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.553769,-0.54004230,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.654020,-0.51320604,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.754271,-0.48880163,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.854523,-0.46653215,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,1.954774,-0.44614264,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.055025,-0.42741423,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.155276,-0.41015881,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.255528,-0.39421427,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.355779,-0.37944053,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.456030,-0.36571608,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.556281,-0.35293520,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.656533,-0.34100554,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.756784,-0.32984617,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.857035,-0.31938588,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,2.957286,-0.30956184,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.057538,-0.30031841,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.157789,-0.29160615,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.258040,-0.28338102,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.358291,-0.27560365,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.458543,-0.26823876,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.558794,-0.26125465,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.659045,-0.25462275,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.759296,-0.24831726,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.859548,-0.24231481,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,3.959799,-0.23659420,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.060050,-0.23113616,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.160302,-0.22592310,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.260553,-0.22093898,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.360804,-0.21616911,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.461055,-0.21160003,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.561307,-0.20721939,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.661558,-0.20301579,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.761809,-0.19897878,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.862060,-0.19509866,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,4.962312,-0.19136651,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.062563,-0.18777404,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.162814,-0.18431359,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.263065,-0.18097802,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.363317,-0.17776073,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.463568,-0.17465553,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.563819,-0.17165670,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.664070,-0.16875887,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.764322,-0.16595704,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.864573,-0.16324653,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,5.964824,-0.16062294,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,6.065075,-0.15808219,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,6.165327,-0.15562041,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,6.265578,-0.15323398,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,6.365829,-0.15091951,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,6.466080,-0.14867379,-1.000000
unlike,1.00,-1.00,1.00,1.00,100.00,0.5000,6.566332,-0.14649382,-1.000000
